230,281
223,237
222,223
218,240
212,223
212,222
172,212
159,222
156,218
133,159
114,202
112,266
105,218
156,212
88,163
88,114
88,94
76,88
57,114
88,231
57,76
50,231
50,156
50,94
7,95
203,218
7,50
95,159
206,281
206,226
202,216
156,163
198,285
196,300
196,266
163,267
163,281
163,266
163,206
159,206
78,212
156,281
156,206
136,196
131,300
131,206
105,223
119,296
76,220
119,295
107,295
107,156
103,281
103,112
95,281
95,270
95,231
95,216
95,163
95,156
159,202
95,99
139,156
88,103
87,270
87,206
87,198
87,103
94,95
81,281
81,266
76,266
76,232
76,163
76,156
76,104
218,223
72,88
88,220
69,107
55,76
104,121
50,295
50,131
80,223
50,87
25,233
25,231
25,163
25,95
94,114
23,266
6,131
6,50
6,25
281,300
266,269
159,163
262,266
196,262
25,178
173,266
173,183
218,266
95,119
76,152
7,266
137,218
95,198
95,179
159,267
26,88
60,228
81,114
212,232
103,177
202,262
133,220
159,240
88,159
161,266
183,270
50,76
152,284
87,281
159,270
206,212
222,284
103,178
90,281
60,281
104,175
159,266
104,222
269,281
88,107
90,222
104,152
212,266
87,177
206,300
86,218
218,231
80,281
26,159
76,222
175,284
50,177
175,198
114,281
114,159
95,137
88,233
50,88
212,281
175,177
178,222
107,266
177,287
25,60
114,267
50,95
80,266
88,196
266,281
25,134
152,175
94,266
25,218
80,152
55,240
112,132
50,218
222,281
80,95
226,270
38,88
231,281
20,183
159,223
16,223
88,95
88,269
177,295
203,266
20,88
137,232
177,281
50,206
103,131
104,156
212,270
183,196
6,196
119,206
3,177
38,114
25,87
80,222
178,281
133,266
88,165
88,266
3,156
143,206
218,295
266,268
175,266
70,281
95,206
104,118
88,281
25,281
121,177
119,177
266,267
159,216
50,167
50,270
141,202
228,267
80,295
88,183
228,270
130,163
223,266
152,222
152,183
198,206
177,218
269,296
175,262
202,266
131,281
50,240
163,192
95,103
151,266
139,223
36,198
72,163
57,156
119,163
80,177
165,268
50,281
23,114
177,222
186,266
88,223
159,175
94,223
25,212
80,90
165,266
76,206
159,230
78,266
196,222
105,222
88,300
95,266
76,281
177,269
104,218
88,175
267,270
33,266
50,134
37,266
57,275
95,165
173,262
175,270
72,281
95,177
183,268
99,183
114,212
20,202
135,281
50,130
165,196
137,152
87,175
152,177
137,177
231,266
183,281
163,212
87,218
152,266
206,270
88,216
80,291
152,258
112,131
38,281
114,266
177,300
114,163
175,202
178,212
196,281
23,267
50,152
105,266
88,131
104,270
95,223
50,175
6,177
25,88
222,266
50,212
54,212
95,218
76,175
76,212
90,291
95,212
152,294
95,276
197,295
50,159
109,212
88,296
114,284
202,270
95,115
152,163
133,136
152,291
114,220
175,216
175,223
156,223
94,218
50,223
25,300
107,212
175,267
18,88
103,206
206,220
107,281
90,152
223,270
156,159
266,295
6,152
110,281
95,130
212,262
88,212
25,50
156,270
55,152
88,268
38,266
88,262
88,206
112,206
131,269
177,178
133,175
133,183
159,183
152,195
152,196
159,218
