71,177
54,244
50,177
42,276
42,121
32,207
32,133
14,125
11,227
6,244
6,207
100,267
100,176
99,292
98,273
98,272
98,122
97,273
97,258
96,125
95,177
95,168
95,122
93,201
93,194
93,188
91,228
91,165
91,125
100,279
90,134
89,289
87,194
86,272
86,176
85,272
85,247
85,213
85,201
85,163
84,272
84,233
84,223
84,203
84,194
84,122
83,292
83,233
82,274
82,226
81,274
81,267
81,258
91,160
81,121
78,274
78,226
78,104
76,241
76,204
76,202
76,104
74,172
72,267
72,186
72,149
72,134
71,223
71,188
71,168
70,134
69,297
69,272
83,276
69,183
69,130
69,122
68,247
68,231
68,183
68,178
68,163
68,160
68,126
68,125
67,202
66,241
66,205
66,164
66,149
98,104
66,128
65,293
65,274
65,228
65,165
63,247
63,177
63,167
63,165
63,160
63,147
63,115
62,144
61,276
60,115
57,186
54,253
54,238
54,233
54,208
54,205
54,186
54,175
54,168
52,276
52,231
51,194
51,188
51,130
50,189
49,233
49,208
48,297
48,183
47,226
47,130
46,231
46,122
45,130
43,89
43,71
43,56
42,226
42,160
41,183
41,130
40,168
40,150
38,287
38,223
91,279
38,177
38,150
37,276
36,223
36,213
36,203
36,165
36,149
36,122
35,297
35,211
35,194
81,204
35,185
35,149
34,231
34,194
34,165
34,149
33,262
33,258
33,201
33,122
32,258
32,228
32,213
32,128
30,292
30,274
30,144
29,258
29,150
28,267
28,258
28,177
27,241
27,213
26,262
26,228
25,189
24,208
24,196
86,231
24,188
24,176
24,172
24,160
23,287
23,277
23,205
23,204
23,178
23,160
23,150
23,126
21,223
21,164
21,144
20,231
19,175
18,176
18,104
68,297
17,226
17,43
15,272
15,172
15,167
15,165
15,160
15,122
14,177
14,134
14,121
14,115
13,177
13,167
11,241
11,233
11,216
10,241
10,231
10,177
10,121
9,203
8,274
8,202
77,276
6,233
6,208
6,188
6,149
4,274
4,201
4,160
66,125
4,92
3,94
3,4
98,126
76,115
72,237
100,292
99,226
98,247
98,194
23,177
97,255
95,115
93,255
88,180
87,177
100,274
86,226
43,79
85,239
85,231
85,226
82,149
82,115
78,272
78,231
78,196
77,92
72,255
72,175
69,200
65,130
60,130
57,272
57,194
57,180
57,150
52,53
50,115
28,189
46,272
43,58
41,115
41,43
40,180
40,175
40,125
38,175
38,165
35,165
35,163
35,150
35,125
29,231
29,200
29,165
29,43
28,115
27,167
22,79
22,48
13,226
13,43
8,255
8,115
8,94
8,43
7,180
7,130
6,163
2,188
1,7
100,167
100,116
91,226
91,207
91,176
91,167
90,116
88,233
88,231
85,233
85,176
81,238
79,116
73,173
72,204
72,196
72,165
71,196
71,176
68,228
84,238
65,160
59,233
10,273
59,173
56,231
54,231
54,160
49,262
46,160
41,226
40,160
38,253
36,283
18,154
36,239
35,283
35,226
77,231
35,177
33,204
33,177
32,262
31,94
29,167
29,122
25,94
25,73
24,231
23,279
17,176
10,262
10,196
10,165
4,116
10,104
3,45
3,12
1,62
1,45
99,163
98,293
98,288
98,261
84,213
98,149
98,144
98,117
97,203
93,213
97,194
93,276
93,267
90,92
89,194
88,267
86,276
86,94
85,261
69,292
83,281
79,186
79,92
76,276
74,274
73,267
71,293
71,267
71,203
98,233
69,274
68,203
67,233
67,203
95,272
66,296
66,261
66,182
66,163
66,113
64,232
8,22
63,203
63,117
60,163
59,180
57,183
57,163
56,183
80,115
54,272
54,241
54,223
54,217
54,180
52,115
51,163
50,163
15,211
49,241
49,140
48,117
46,183
46,151
45,75
44,92
43,69
43,60
42,180
42,43
37,115
36,274
36,233
35,183
34,115
33,300
33,293
24,168
33,261
33,253
33,223
32,250
32,188
32,180
30,273
30,122
85,122
28,274
28,151
27,267
27,186
27,183
27,163
27,136
26,261
26,239
26,104
24,117
23,223
23,219
23,180
23,136
21,276
21,274
21,233
21,232
29,194
21,149
19,241
19,203
19,188
19,180
18,261
18,233
18,223
18,203
67,164
18,117
98,176
17,203
17,122
27,211
17,115
15,194
15,117
11,115
10,267
10,188
10,186
10,183
10,180
10,150
18,194
7,164
5,274
5,203
3,89
3,43
2,180
100,255
98,237
98,183
98,156
97,115
91,276
91,178
91,163
91,115
88,274
88,189
54,188
88,176
87,276
79,176
28,149
75,86
15,233
72,121
72,115
71,199
71,121
68,276
27,257
67,255
67,163
66,180
18,274
65,189
63,172
59,183
56,189
54,115
49,250
49,207
49,196
49,183
35,175
49,175
49,136
67,250
48,255
98,188
44,189
41,276
40,163
39,75
36,255
36,160
36,115
35,255
35,235
35,228
35,173
35,147
33,273
33,160
32,176
32,160
30,272
78,176
30,255
30,172
30,43
28,255
29,163
28,276
33,196
27,176
24,276
94,130
24,274
24,180
22,77
22,73
100,121
19,228
19,121
18,177
13,189
10,207
10,173
97,241
9,274
10,144
6,121
6,115
8,163
5,22
43,90
3,86
2,258
1,86
1,77
1,13
10,164
99,297
58,226
98,255
98,169
98,125
97,116
91,255
91,189
90,172
88,172
82,134
80,134
76,153
76,134
74,134
68,255
36,151
68,134
67,134
66,297
66,237
66,188
66,186
66,116
64,189
63,130
57,297
54,200
54,196
51,213
51,200
46,125
38,233
38,121
36,172
35,134
33,134
27,177
28,200
45,189
27,189
26,233
26,189
26,149
20,130
19,200
32,122
18,260
18,200
10,172
10,116
5,153
2,196
1,95
98,202
72,300
72,231
64,151
54,202
54,163
50,151
26,202
21,151
20,43
19,160
19,117
14,231
3,92
3,85
88,151
3,42
46,232
38,169
27,117
12,75
15,274
70,117
68,201
91,186
68,116
49,153
40,201
40,116
24,201
24,116
22,53
22,47
4,167
4,47
100,141
100,122
99,134
97,201
97,200
93,203
92,99
91,260
91,231
91,203
89,92
88,203
88,163
42,163
78,260
77,260
10,272
76,274
9,122
76,200
76,167
76,163
25,52
75,89
74,200
71,167
71,75
98,115
70,274
70,141
69,203
67,141
66,286
66,274
66,203
66,194
66,160
66,141
64,92
62,130
74,194
62,75
60,203
60,200
54,136
49,169
49,168
47,231
46,297
46,167
44,163
99,204
43,88
43,68
43,44
42,92
40,203
38,200
38,180
38,176
8,147
38,122
32,147
38,116
37,130
37,92
33,260
33,231
3,8
33,43
32,279
32,274
32,255
32,201
32,134
30,231
30,176
41,293
29,116
28,167
27,194
54,268
27,122
26,255
26,167
26,144
23,274
23,245
22,34
20,25
19,255
19,43
18,289
35,213
18,250
18,231
18,180
18,116
18,22
15,203
13,75
12,42
11,255
11,141
11,130
11,116
65,202
87,149
11,43
6,200
6,167
5,122
18,115
3,62
3,56
3,53
3,44
45,149
3,20
59,189
3,6
2,167
1,100
1,91
26,117
1,47
99,141
30,241
96,276
96,226
96,130
95,267
10,223
95,130
93,226
93,122
92,226
18,122
57,260
90,94
29,189
85,117
84,226
81,226
19,231
78,141
75,81
75,78
72,176
15,163
72,122
48,115
90,274
18,151
71,226
71,133
40,186
71,130
70,92
66,267
93,231
66,122
65,153
10,201
59,133
35,169
58,141
58,75
57,276
57,130
54,133
52,92
49,297
57,200
49,231
49,203
2,274
47,73
43,99
43,57
41,141
41,117
40,297
38,231
26,176
33,267
32,267
32,231
43,78
31,73
30,276
30,183
81,231
29,134
27,226
26,231
26,153
26,134
52,58
23,276
23,186
23,43
22,89
22,87
9,226
22,85
22,56
22,41
20,75
19,267
43,72
19,122
17,73
15,43
11,122
10,226
10,141
10,133
29,115
10,43
9,276
38,199
9,267
9,153
9,92
98,235
7,226
6,276
6,43
11,117
2,141
23,241
1,99
1,78
1,15
76,233
1,2
98,274
98,223
95,204
95,167
93,141
87,130
93,125
81,255
6,194
81,151
79,255
81,141
81,130
76,151
75,90
75,79
72,167
72,163
68,226
68,223
1,17
25,37
67,172
67,167
74,226
64,130
60,202
60,151
57,226
54,151
95,180
51,141
50,55
49,144
90,151
27,169
49,151
49,141
47,87
47,64
47,61
46,274
43,97
43,93
38,134
93,134
38,43
37,151
36,167
35,274
81,297
35,202
32,167
12,90
31,75
27,43
25,55
24,226
22,51
22,50
44,274
22,46
22,40
22,37
21,202
19,202
18,226
65,276
18,167
16,75
14,204
14,43
11,274
9,25
9,22
63,213
8,12
8,75
4,151
2,204
2,172
99,189
2,130
1,72
1,71
1,70
40,189
1,63
1,55
98,151
83,274
83,92
16,94
78,233
81,183
80,92
78,92
48,172
68,151
65,133
55,92
82,276
54,201
6,180
53,92
47,89
47,58
45,92
40,274
39,58
39,45
38,125
35,272
35,201
29,149
29,92
27,151
54,117
26,201
68,121
25,80
25,79
54,183
23,133
17,92
35,204
16,53
1,31
16,25
14,151
12,94
12,25
10,125
32,202
4,62
4,17
1,81
1,64
1,51
60,194
1,39
99,130
98,232
98,130
97,276
97,213
97,130
98,276
96,213
26,235
95,276
95,213
95,189
93,151
98,121
49,134
90,189
65,167
88,200
87,94
86,189
85,141
84,180
84,151
83,226
61,274
81,200
80,189
77,94
76,232
76,226
76,94
75,100
75,96
93,180
75,80
19,163
72,276
54,121
72,213
29,201
72,194
70,276
69,232
68,232
68,202
68,189
66,200
65,203
10,233
65,151
62,94
42,297
60,267
58,276
58,94
79,165
55,61
54,122
85,115
52,94
37,274
52,79
6,297
51,52
50,226
49,204
49,200
48,94
45,53
66,300
44,232
23,144
42,94
40,226
38,213
35,104
59,92
37,200
37,94
36,276
36,232
36,130
35,180
45,276
35,122
34,232
33,276
26,133
33,226
33,213
33,202
33,200
38,186
32,168
32,117
30,130
3,29
29,203
29,151
29,75
26,226
26,203
23,255
82,121
98,196
23,232
23,203
23,183
1,90
23,153
40,196
56,226
23,149
23,121
23,116
27,173
21,130
50,200
20,61
20,45
19,141
18,202
21,201
18,189
16,58
16,51
16,45
12,87
12,71
11,232
10,213
1,12
10,199
