287,297
287,290
286,297
274,297
268,297
268,284
267,291
266,297
263,284
254,297
254,265
247,297
241,297
241,291
240,286
240,263
238,286
231,238
231,233
230,244
228,268
228,238
225,267
224,281
224,240
223,284
223,274
223,241
222,254
222,251
222,237
222,233
222,230
220,284
220,272
220,233
219,230
218,248
218,237
212,274
205,231
203,233
203,225
202,290
202,274
202,265
202,240
201,290
201,284
201,230
201,228
196,265
196,237
194,290
194,241
193,196
187,291
187,244
187,241
187,238
179,284
179,225
179,222
179,196
176,284
176,240
176,237
176,230
172,265
172,179
170,267
170,201
163,290
163,230
163,205
163,199
159,242
158,172
156,203
154,281
154,196
146,223
146,218
146,156
142,284
142,240
142,202
139,170
139,163
136,268
136,244
136,240
136,194
136,159
133,242
133,176
132,291
132,275
132,268
132,222
132,199
132,194
132,159
130,159
128,254
128,194
128,156
122,240
122,219
122,136
120,287
120,274
120,267
116,265
114,274
114,254
219,291
114,251
114,242
114,241
114,187
114,158
112,286
112,241
112,128
111,202
110,237
110,139
108,287
108,240
107,274
107,219
105,238
105,230
105,228
105,132
102,275
102,268
102,238
102,237
102,196
102,187
102,130
95,286
95,272
94,297
94,291
93,205
93,196
91,244
91,112
194,231
88,238
88,146
84,268
84,241
84,212
84,187
84,132
84,122
80,274
80,268
80,230
80,224
80,220
78,284
78,233
78,130
77,172
76,237
76,203
76,142
78,265
76,139
159,238
76,111
76,108
73,286
72,287
72,233
72,194
72,176
72,133
72,91
71,251
71,237
71,212
71,199
71,187
71,172
132,290
67,281
67,248
67,105
133,187
67,71
65,263
65,122
62,268
62,163
62,105
62,93
60,265
60,176
60,163
59,220
59,107
59,78
59,71
59,67
57,228
57,196
57,94
57,67
57,59
56,275
56,218
56,136
45,241
45,95
44,274
44,202
42,228
42,72
39,290
39,223
39,59
39,50
32,284
32,238
32,194
29,202
203,284
29,172
29,170
24,284
24,266
24,223
24,220
22,267
22,244
22,201
22,172
22,136
22,112
22,107
18,228
18,199
18,139
18,62
17,290
17,67
16,286
16,241
16,205
16,201
16,142
16,93
15,290
15,287
15,212
15,201
13,156
13,120
13,72
13,18
11,238
11,112
11,95
11,76
7,286
7,275
7,179
7,71
88,187
7,18
5,238
5,231
5,139
5,105
5,95
295,298
294,295
281,297
271,277
268,280
255,296
254,268
253,259
251,295
251,285
239,296
239,285
236,268
235,274
233,287
233,285
232,298
232,266
231,254
229,296
224,300
224,226
223,287
223,229
216,259
216,244
214,270
210,298
210,271
210,253
209,296
209,233
207,300
105,107
207,223
206,287
203,268
206,261
206,251
206,224
205,295
