54,70
11,54
11,49
91,98
72,98
65,97
54,55
49,63
40,68
38,60
38,51
38,40
35,40
66,68
35,38
33,98
33,49
49,93
32,97
32,46
27,49
33,97
27,33
26,93
26,66
26,57
26,37
21,97
40,72
18,97
18,78
23,71
18,40
18,27
35,66
15,38
11,68
11,32
32,98
10,98
10,65
10,35
10,19
6,72
6,54
30,66
18,95
6,49
6,46
6,24
38,93
38,72
35,57
82,98
35,98
32,88
32,38
27,46
2,32
10,66
11,27
6,98
10,54
33,68
26,98
21,54
49,67
26,40
10,33
15,27
66,67
38,98
38,88
23,27
18,26
33,54
33,38
36,93
32,72
32,49
26,54
10,15
49,91
14,54
27,98
27,35
26,35
10,27
29,68
27,60
10,68
26,27
54,93
10,23
11,26
32,68
66,98
23,88
27,40
19,33
27,68
18,23
23,66
35,54
26,68
23,78
27,54
38,68
35,93
6,32
35,68
68,98
23,38
26,38
49,68
23,49
49,100
6,65
32,33
33,91
38,49
18,19
38,54
32,54
46,54
6,38
54,76
15,46
10,38
15,33
11,66
18,49
26,49
32,66
23,33
27,32
19,26
46,98
27,67
18,35
29,54
10,88
23,26
23,65
15,54
32,65
38,66
35,49
49,66
54,72
27,38
32,91
23,68
33,66
10,93
32,93
19,54
40,66
46,66
38,97
49,54
27,66
23,54
49,98
49,56
32,85
54,66
40,99
19,23
54,97
66,88
54,68
18,32
23,32
46,68
18,33
18,54
23,40
23,91
32,35
35,36
33,35
32,67
49,72
27,97
15,66
23,35
33,46
54,71
33,59
65,88
36,68
10,26
38,85
40,49
38,46
54,88
